Study_ID,Study,DOI,Year,Dimensao,Dimensao_Label,Proxy,n_T,m_T,sd_T,n_C,m_C,sd_C,Tipo_Intervencao,Regiao,Tipo_Comunidade,NOS,Tier,lnRR,vi,sigma_conv
25,Alemayehu A.,10.1016/j.envdev.2023.100908,2023,V5,Organização Social e Governança,Governanca/Resiliencia,30,,,30,,,,,,,T4,0.182322,1.15533,0.5
27,La Rosa A.,10.1186/s13002-021-00470-z,2021,V1,Erosão Intergeracional e Migração,Species richness / ethnobotanical indices,30,,,30,,,,,,,T3,0.182322,0.691658,0.35
27,La Rosa A.,10.1186/s13002-021-00470-z,2021,V2,Complexidade e Singularidade Biocultural,Intergenerational knowledge transfer indicator,30,,,30,,,,,,,T3,0.470004,1.229614,0.35
27,La Rosa A.,10.1186/s13002-021-00470-z,2021,V2,Complexidade e Singularidade Biocultural,Cultural complexity / social network indicator,30,,,30,,,,,,,T3,0.182322,0.691658,0.35
27,La Rosa A.,10.1186/s13002-021-00470-z,2021,V3,Status de Documentação,Food security / dietary diversity indicator,30,,,30,,,,,,,T3,0.182322,0.691658,0.35
27,La Rosa A.,10.1186/s13002-021-00470-z,2021,V4,Vulnerabilidade Jurídica e Fundiária,Documentation status / knowledge formalization,30,,,30,,,,,,,T3,-0.223144,0.307403,0.35
27,La Rosa A.,10.1186/s13002-021-00470-z,2021,V5,Organização Social e Governança,External pressure / land use change indicator,30,,,30,,,,,,,T3,0.182322,0.691658,0.35
29,"Fernández-Llamazares, A; Cabeza, M",10.1111/conl.12398,2018,V1,Erosão Intergeracional e Migração,Agrobiodiversity index / species richness,30,,,30,,,,,,,T4,0.0,6.168503,0.5
29,"Fernández-Llamazares, A; Cabeza, M",10.1111/conl.12398,2018,V2,Complexidade e Singularidade Biocultural,Traditional knowledge score,30,,,30,,,,,,,T4,-0.916291,0.12837,0.5
29,"Fernández-Llamazares, A; Cabeza, M",10.1111/conl.12398,2018,V2,Complexidade e Singularidade Biocultural,Cultural complexity / social network indicator,30,,,30,,,,,,,T4,-0.223144,0.51348,0.5
29,"Fernández-Llamazares, A; Cabeza, M",10.1111/conl.12398,2018,V3,Status de Documentação,Food security / dietary diversity indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
29,"Fernández-Llamazares, A; Cabeza, M",10.1111/conl.12398,2018,V4,Vulnerabilidade Jurídica e Fundiária,Conservation status indicator,30,,,30,,,,,,,T4,-0.223144,0.51348,0.5
29,"Fernández-Llamazares, A; Cabeza, M",10.1111/conl.12398,2018,V5,Organização Social e Governança,External pressure / land use change indicator,30,,,30,,,,,,,T4,-0.223144,0.51348,0.5
30,"Gerner, IR; Zerbe, S; Säumel, I",10.1177/02780771251349282,2025,V1,Erosão Intergeracional e Migração,Agrobiodiversity index / species richness,26,,,26,,,,,,,T3,-0.223144,0.309246,0.35
30,"Gerner, IR; Zerbe, S; Säumel, I",10.1177/02780771251349282,2025,V2,Complexidade e Singularidade Biocultural,Intergenerational knowledge transfer indicator,26,,,26,,,,,,,T3,0.0,3.692877,0.35
30,"Gerner, IR; Zerbe, S; Säumel, I",10.1177/02780771251349282,2025,V2,Complexidade e Singularidade Biocultural,Cultural complexity / social network indicator,26,,,26,,,,,,,T3,-0.223144,0.309246,0.35
30,"Gerner, IR; Zerbe, S; Säumel, I",10.1177/02780771251349282,2025,V3,Status de Documentação,Food security / dietary diversity indicator,26,,,26,,,,,,,T3,0.0,3.692877,0.35
30,"Gerner, IR; Zerbe, S; Säumel, I",10.1177/02780771251349282,2025,V4,Vulnerabilidade Jurídica e Fundiária,Documentation status / knowledge formalization,26,,,26,,,,,,,T3,-0.223144,0.309246,0.35
30,"Gerner, IR; Zerbe, S; Säumel, I",10.1177/02780771251349282,2025,V5,Organização Social e Governança,External pressure / land use change indicator,26,,,26,,,,,,,T3,0.0,3.692877,0.35
31,"Frascaroli, F; Bhagwat, S; Guarino, R; Chiarucci, ",10.1007/s13280-015-0738-5,2016,V2,Complexidade e Singularidade Biocultural,Sacred grove cultural significance,30,,,30,,,,,,,T2a,-0.169208,0.007862,0.15
31,"Frascaroli, F; Bhagwat, S; Guarino, R; Chiarucci, ",10.1007/s13280-015-0738-5,2016,V3,Status de Documentação,Ecosystem services from sacred groves,30,,,30,,,,,,,T4,-0.223144,0.51348,0.5
32,"Edo, K; Kidane, L; Beyene, T",10.4314/mejs.v16i1.6,2024,V1,Erosão Intergeracional e Migração,Species diversity homegarden,65,,,65,,,,,,,T2a,-0.916291,0.073061,0.3
32,"Edo, K; Kidane, L; Beyene, T",10.4314/mejs.v16i1.6,2024,V2,Complexidade e Singularidade Biocultural,Intergenerational knowledge transfer indicator,65,,,65,,,,,,,T2a,-0.223144,0.292243,0.3
32,"Edo, K; Kidane, L; Beyene, T",10.4314/mejs.v16i1.6,2024,V2,Complexidade e Singularidade Biocultural,Cultural complexity / social network indicator,65,,,65,,,,,,,T2a,-0.223144,0.292243,0.3
32,"Edo, K; Kidane, L; Beyene, T",10.4314/mejs.v16i1.6,2024,V3,Status de Documentação,Food security / dietary diversity indicator,65,,,65,,,,,,,T2a,-0.916291,0.073061,0.3
32,"Edo, K; Kidane, L; Beyene, T",10.4314/mejs.v16i1.6,2024,V4,Vulnerabilidade Jurídica e Fundiária,Documentation status / knowledge formalization,65,,,65,,,,,,,T2a,-0.223144,0.292243,0.3
32,"Edo, K; Kidane, L; Beyene, T",10.4314/mejs.v16i1.6,2024,V5,Organização Social e Governança,External pressure / land use change indicator,65,,,65,,,,,,,T2a,0.182322,0.657546,0.3
35,"Mondal, MSH",10.2298/IJGI240802003M,2025,V1,Erosão Intergeracional e Migração,Agrobiodiversidade,377,,,68,,,,,,,T4,0.0,6.168503,0.5
35,"Mondal, MSH",10.2298/IJGI240802003M,2025,V2,Complexidade e Singularidade Biocultural,Transmissao Intergeracional,377,,,68,,,,,,,T4,0.182322,1.116398,0.5
35,"Mondal, MSH",10.2298/IJGI240802003M,2025,V2,Complexidade e Singularidade Biocultural,Complexidade Cultural,377,,,68,,,,,,,T4,-0.223144,0.496177,0.5
35,"Mondal, MSH",10.2298/IJGI240802003M,2025,V3,Status de Documentação,Seguranca Alimentar,377,,,68,,,,,,,T4,0.182322,1.116398,0.5
35,"Mondal, MSH",10.2298/IJGI240802003M,2025,V4,Vulnerabilidade Jurídica e Fundiária,Status de Documentacao,377,,,68,,,,,,,T2a,-0.582821,0.032463,0.15
35,"Mondal, MSH",10.2298/IJGI240802003M,2025,V5,Organização Social e Governança,Governanca/Resiliencia,377,,,68,,,,,,,T4,0.182322,1.116398,0.5
38,"García, RM; Parra-Quijano, M; Martínez-Fernández, ",10.1002/csc2.20620,2021,V1,Erosão Intergeracional e Migração,Agrobiodiversity index / species richness,30,,,30,,,,,,,T2b,-0.369843,0.039027,0.25
38,"García, RM; Parra-Quijano, M; Martínez-Fernández, ",10.1002/csc2.20620,2021,V2,Complexidade e Singularidade Biocultural,Intergenerational knowledge transfer indicator,30,,,30,,,,,,,T2b,0.0,0.007916,0.25
38,"García, RM; Parra-Quijano, M; Martínez-Fernández, ",10.1002/csc2.20620,2021,V2,Complexidade e Singularidade Biocultural,Cultural complexity / social network indicator,30,,,30,,,,,,,T2b,0.0,0.007916,0.25
38,"García, RM; Parra-Quijano, M; Martínez-Fernández, ",10.1002/csc2.20620,2021,V3,Status de Documentação,Food security / dietary diversity indicator,30,,,30,,,,,,,T2b,0.0,0.047417,0.25
38,"García, RM; Parra-Quijano, M; Martínez-Fernández, ",10.1002/csc2.20620,2021,V4,Vulnerabilidade Jurídica e Fundiária,Documentation status / knowledge formalization,30,,,30,,,,,,,T2b,-0.680428,0.132098,0.25
38,"García, RM; Parra-Quijano, M; Martínez-Fernández, ",10.1002/csc2.20620,2021,V5,Organização Social e Governança,External pressure / land use change indicator,30,,,30,,,,,,,T2b,-0.329413,0.030961,0.25
41,"Mugi-Ngenga, EW; Mucheru-Muna, MW; Mugwe, JN; Nget",10.1016/j.jrurstud.2015.11.004,2016,V1,Erosão Intergeracional e Migração,Agrobiodiversity index / species richness,30,,,30,,,,,,,T2b,0.369843,0.039027,0.25
41,"Mugi-Ngenga, EW; Mucheru-Muna, MW; Mugwe, JN; Nget",10.1016/j.jrurstud.2015.11.004,2016,V2,Complexidade e Singularidade Biocultural,Intergenerational knowledge transfer indicator,30,,,30,,,,,,,T2b,0.169208,0.008169,0.25
41,"Mugi-Ngenga, EW; Mucheru-Muna, MW; Mugwe, JN; Nget",10.1016/j.jrurstud.2015.11.004,2016,V2,Complexidade e Singularidade Biocultural,Cultural complexity / social network indicator,30,,,30,,,,,,,T2b,0.0,0.007916,0.25
41,"Mugi-Ngenga, EW; Mucheru-Muna, MW; Mugwe, JN; Nget",10.1016/j.jrurstud.2015.11.004,2016,V3,Status de Documentação,Food security / dietary diversity indicator,30,,,30,,,,,,,T2b,0.414141,0.048936,0.25
41,"Mugi-Ngenga, EW; Mucheru-Muna, MW; Mugwe, JN; Nget",10.1016/j.jrurstud.2015.11.004,2016,V4,Vulnerabilidade Jurídica e Fundiária,Documentation status / knowledge formalization,30,,,30,,,,,,,T2b,-0.680428,0.132098,0.25
41,"Mugi-Ngenga, EW; Mucheru-Muna, MW; Mugwe, JN; Nget",10.1016/j.jrurstud.2015.11.004,2016,V5,Organização Social e Governança,Climate change perception indicator,30,,,30,,,,,,,T2b,0.329413,0.030961,0.25
43,"Aswani, S.; Ferse, S.C.A.; Stäbler, M.",10.1016/j.ecolind.2020.106865,2020,V1,Erosão Intergeracional e Migração,Taxonomic distinctness index (ITD),30,,,30,,,,,,,T2a,0.620826,0.039677,0.15
43,"Aswani, S.; Ferse, S.C.A.; Stäbler, M.",10.1016/j.ecolind.2020.106865,2020,V2,Complexidade e Singularidade Biocultural,Intergenerational knowledge transfer indicator,30,,,30,,,,,,,T2a,0.284036,0.008305,0.15
43,"Aswani, S.; Ferse, S.C.A.; Stäbler, M.",10.1016/j.ecolind.2020.106865,2020,V2,Complexidade e Singularidade Biocultural,Cultural complexity / social network indicator,30,,,30,,,,,,,T2a,0.284036,0.008305,0.15
43,"Aswani, S.; Ferse, S.C.A.; Stäbler, M.",10.1016/j.ecolind.2020.106865,2020,V3,Status de Documentação,Food security / dietary diversity indicator,30,,,30,,,,,,,T2a,0.695185,0.04975,0.15
43,"Aswani, S.; Ferse, S.C.A.; Stäbler, M.",10.1016/j.ecolind.2020.106865,2020,V4,Vulnerabilidade Jurídica e Fundiária,Documentation status / knowledge formalization,30,,,30,,,,,,,T2a,-1.14218,0.134296,0.15
43,"Aswani, S.; Ferse, S.C.A.; Stäbler, M.",10.1016/j.ecolind.2020.106865,2020,V5,Organização Social e Governança,External pressure / land use change indicator,30,,,30,,,,,,,T2a,0.55296,0.031476,0.15
44,"Bussmann, R.W.; Paniagua-Zambrana, N.Y.",10.1007/s12231-018-9401-y,2018,V1,Erosão Intergeracional e Migração,Agrobiodiversity index / species richness,30,,,30,,,,,,,T3,-0.223144,0.307403,0.35
44,"Bussmann, R.W.; Paniagua-Zambrana, N.Y.",10.1007/s12231-018-9401-y,2018,V2,Complexidade e Singularidade Biocultural,Intergenerational knowledge transfer indicator,30,,,30,,,,,,,T3,0.0,3.692877,0.35
44,"Bussmann, R.W.; Paniagua-Zambrana, N.Y.",10.1007/s12231-018-9401-y,2018,V2,Complexidade e Singularidade Biocultural,Cultural complexity / social network indicator,30,,,30,,,,,,,T3,-0.223144,0.307403,0.35
44,"Bussmann, R.W.; Paniagua-Zambrana, N.Y.",10.1007/s12231-018-9401-y,2018,V3,Status de Documentação,Food security / dietary diversity indicator,30,,,30,,,,,,,T3,-0.223144,0.307403,0.35
44,"Bussmann, R.W.; Paniagua-Zambrana, N.Y.",10.1007/s12231-018-9401-y,2018,V4,Vulnerabilidade Jurídica e Fundiária,Documentation status / knowledge formalization,30,,,30,,,,,,,T3,-0.916291,0.076851,0.35
44,"Bussmann, R.W.; Paniagua-Zambrana, N.Y.",10.1007/s12231-018-9401-y,2018,V5,Organização Social e Governança,External pressure / land use change indicator,30,,,30,,,,,,,T3,0.0,3.692877,0.35
45,"Ghanimi, R.; Ouhammou, A.; Babahmad, R.A.",10.4314/ejhs.v32i6.22,2022,V1,Erosão Intergeracional e Migração,Wild edible plant species cited,65,,,65,,,,,,,T3,0.182322,0.677152,0.35
45,"Ghanimi, R.; Ouhammou, A.; Babahmad, R.A.",10.4314/ejhs.v32i6.22,2022,V2,Complexidade e Singularidade Biocultural,Cultural complexity / social network indicator,30,,,30,,,,,,,T3,0.182322,0.691658,0.35
45,"Ghanimi, R.; Ouhammou, A.; Babahmad, R.A.",10.4314/ejhs.v32i6.22,2022,V3,Status de Documentação,Food security / dietary diversity indicator,30,,,30,,,,,,,T3,0.182322,0.691658,0.35
45,"Ghanimi, R.; Ouhammou, A.; Babahmad, R.A.",10.4314/ejhs.v32i6.22,2022,V4,Vulnerabilidade Jurídica e Fundiária,Documentation status / knowledge formalization,30,,,30,,,,,,,T3,-0.223144,0.307403,0.35
45,"Ghanimi, R.; Ouhammou, A.; Babahmad, R.A.",10.4314/ejhs.v32i6.22,2022,V5,Organização Social e Governança,External pressure / land use change indicator,30,,,30,,,,,,,T3,0.182322,0.691658,0.35
46,"Malapane, O.L.; Chanza, N.; Musakwa, W.",10.1016/j.envsci.2024.103861,2024,V1,Erosão Intergeracional e Migração,Agrobiodiversity index / species richness,30,,,30,,,,,,,T3,0.0,3.692877,0.35
46,"Malapane, O.L.; Chanza, N.; Musakwa, W.",10.1016/j.envsci.2024.103861,2024,V2,Complexidade e Singularidade Biocultural,Intergenerational knowledge transfer indicator,30,,,30,,,,,,,T3,0.470004,1.229614,0.35
46,"Malapane, O.L.; Chanza, N.; Musakwa, W.",10.1016/j.envsci.2024.103861,2024,V2,Complexidade e Singularidade Biocultural,Cultural complexity / social network indicator,30,,,30,,,,,,,T3,-0.223144,0.307403,0.35
46,"Malapane, O.L.; Chanza, N.; Musakwa, W.",10.1016/j.envsci.2024.103861,2024,V3,Status de Documentação,Food security / dietary diversity indicator,30,,,30,,,,,,,T3,0.0,3.692877,0.35
46,"Malapane, O.L.; Chanza, N.; Musakwa, W.",10.1016/j.envsci.2024.103861,2024,V4,Vulnerabilidade Jurídica e Fundiária,Documentation status / knowledge formalization,30,,,30,,,,,,,T3,-0.223144,0.307403,0.35
46,"Malapane, O.L.; Chanza, N.; Musakwa, W.",10.1016/j.envsci.2024.103861,2024,V5,Organização Social e Governança,External pressure / land use change indicator,30,,,30,,,,,,,T3,0.470004,1.229614,0.35
48,"Rodríguez, J.P.; Ørting, B.; Andreasen, C.",10.1007/s10722-017-0544-y,2018,V1,Erosão Intergeracional e Migração,Agrobiodiversidade,17,,,3,,,,,,,T2a,1.505724,0.272028,0.15
48,"Rodríguez, J.P.; Ørting, B.; Andreasen, C.",10.1007/s10722-017-0544-y,2018,V2,Complexidade e Singularidade Biocultural,Transmissao Intergeracional,17,,,13,,,,,,,T4,0.182322,1.20033,0.5
48,"Rodríguez, J.P.; Ørting, B.; Andreasen, C.",10.1007/s10722-017-0544-y,2018,V2,Complexidade e Singularidade Biocultural,Complexidade Cultural,17,,,13,,,,,,,T3,0.182322,0.718598,0.35
48,"Rodríguez, J.P.; Ørting, B.; Andreasen, C.",10.1007/s10722-017-0544-y,2018,V3,Status de Documentação,Seguranca Alimentar,17,,,13,,,,,,,T4,0.182322,1.20033,0.5
48,"Rodríguez, J.P.; Ørting, B.; Andreasen, C.",10.1007/s10722-017-0544-y,2018,V4,Vulnerabilidade Jurídica e Fundiária,Status de Documentacao,17,,,13,,,,,,,T4,-0.223144,0.53348,0.5
48,"Rodríguez, J.P.; Ørting, B.; Andreasen, C.",10.1007/s10722-017-0544-y,2018,V5,Organização Social e Governança,Governanca/Resiliencia,17,,,13,,,,,,,T4,0.470004,2.133921,0.5
37,,,,V1,Erosão Intergeracional e Migração,Agrobiodiversidade,30,,,30,,,,,,,T3,-0.223144,0.307403,0.35
37,,,,V2,Complexidade e Singularidade Biocultural,Transmissão Intergeracional,30,,,30,,,,,,,T3,-0.223144,0.307403,0.35
37,,,,V2,Complexidade e Singularidade Biocultural,Complexidade Cultural,30,,,30,,,,,,,T3,-0.223144,0.307403,0.35
37,,,,V3,Status de Documentação,Segurança Alimentar,30,,,30,,,,,,,T3,-0.223144,0.307403,0.35
37,,,,V4,Vulnerabilidade Jurídica e Fundiária,Status de Documentação,30,,,30,,,,,,,T3,-0.223144,0.307403,0.35
37,,,,V5,Organização Social e Governança,Governança/Resiliência,30,,,30,,,,,,,T3,0.182322,0.691658,0.35
39,,,,V1,Erosão Intergeracional e Migração,Agrobiodiversidade,30,,,30,,,,,,,T4,0.182322,1.15533,0.5
39,,,,V2,Complexidade e Singularidade Biocultural,Transmissao Intergeracional,30,,,30,,,,,,,T4,-0.223144,0.51348,0.5
39,,,,V2,Complexidade e Singularidade Biocultural,Complexidade Cultural,30,,,30,,,,,,,T4,-0.223144,0.51348,0.5
39,,,,V3,Status de Documentação,Seguranca Alimentar,30,,,30,,,,,,,T4,0.182322,1.15533,0.5
39,,,,V4,Vulnerabilidade Jurídica e Fundiária,Status de Documentacao,30,,,30,,,,,,,T4,-0.223144,0.51348,0.5
39,,,,V5,Organização Social e Governança,Governanca/Resiliencia,30,,,30,,,,,,,T4,0.182322,1.15533,0.5
1,Gonçalves M.C.,10.2993/0278-0771-42.2.241,2022,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
1,Gonçalves M.C.,10.2993/0278-0771-42.2.241,2022,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
1,Gonçalves M.C.,10.2993/0278-0771-42.2.241,2022,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
2,Calvet-Mir L.,10.1080/08941920.2015.1094711,2016,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
2,Calvet-Mir L.,10.1080/08941920.2015.1094711,2016,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
2,Calvet-Mir L.,10.1080/08941920.2015.1094711,2016,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
3,Bastos J.G.,10.3389/ffgc.2022.696757,2022,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
3,Bastos J.G.,10.3389/ffgc.2022.696757,2022,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
3,Bastos J.G.,10.3389/ffgc.2022.696757,2022,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
4,Romero-Silva M.J.,10.1186/s40529-025-00488-6,2026,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
4,Romero-Silva M.J.,10.1186/s40529-025-00488-6,2026,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T3,0.182322,0.691658,0.35
4,Romero-Silva M.J.,10.1186/s40529-025-00488-6,2026,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
5,de Sousa T.B.,10.18472/SustDeb.v15n3.2024.55679,2024,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
5,de Sousa T.B.,10.18472/SustDeb.v15n3.2024.55679,2024,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
5,de Sousa T.B.,10.18472/SustDeb.v15n3.2024.55679,2024,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
6,Sarmiento F.O.,10.3390/geographies3010002,2023,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
6,Sarmiento F.O.,10.3390/geographies3010002,2023,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
6,Sarmiento F.O.,10.3390/geographies3010002,2023,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
7,Aldasoro Maya E.M.,10.3389/fsufs.2022.1081400,2023,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
7,Aldasoro Maya E.M.,10.3389/fsufs.2022.1081400,2023,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
7,Aldasoro Maya E.M.,10.3389/fsufs.2022.1081400,2023,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
8,Franco-Moraes J.,10.5751/ES-13711-280137,2023,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
8,Franco-Moraes J.,10.5751/ES-13711-280137,2023,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
8,Franco-Moraes J.,10.5751/ES-13711-280137,2023,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
9,Latorre E.C.,10.15451/ec2018-03-07.04-1-34,2018,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
9,Latorre E.C.,10.15451/ec2018-03-07.04-1-34,2018,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
9,Latorre E.C.,10.15451/ec2018-03-07.04-1-34,2018,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
10,Mobarak C.,10.1659/mrd.2024.00024,2025,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
10,Mobarak C.,10.1659/mrd.2024.00024,2025,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
10,Mobarak C.,10.1659/mrd.2024.00024,2025,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
11,Andreotti F.,10.1007/s13593-023-00891-y,2023,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
11,Andreotti F.,10.1007/s13593-023-00891-y,2023,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T3,0.0,3.692877,0.35
11,Andreotti F.,10.1007/s13593-023-00891-y,2023,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
12,Suwardi A.B.,10.1016/j.ecofro.2025.10.014,2025,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
12,Suwardi A.B.,10.1016/j.ecofro.2025.10.014,2025,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
12,Suwardi A.B.,10.1016/j.ecofro.2025.10.014,2025,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
13,Plieninger T.,10.1007/s11625-022-01155-6,2023,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
13,Plieninger T.,10.1007/s11625-022-01155-6,2023,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
13,Plieninger T.,10.1007/s11625-022-01155-6,2023,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
14,Oloriz C.,10.3390/SU12187320,2020,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
14,Oloriz C.,10.3390/SU12187320,2020,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
14,Oloriz C.,10.3390/SU12187320,2020,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
15,Tran T.A.,10.1007/s13280-025-02172-2,2025,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
15,Tran T.A.,10.1007/s13280-025-02172-2,2025,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
15,Tran T.A.,10.1007/s13280-025-02172-2,2025,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.182322,1.15533,0.5
16,Saiba Y.,10.13057/biodiv/d240861,2023,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
16,Saiba Y.,10.13057/biodiv/d240861,2023,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
16,Saiba Y.,10.13057/biodiv/d240861,2023,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
17,Vázquez-Delfin P.,10.1016/j.heliyon.2022.e09805,2022,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
17,Vázquez-Delfin P.,10.1016/j.heliyon.2022.e09805,2022,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
17,Vázquez-Delfin P.,10.1016/j.heliyon.2022.e09805,2022,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
18,Nord A.,10.1002/ldr.3582,2020,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
18,Nord A.,10.1002/ldr.3582,2020,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
18,Nord A.,10.1002/ldr.3582,2020,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
19,Rollo M.F.,10.3390/su17094030,2025,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
19,Rollo M.F.,10.3390/su17094030,2025,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
19,Rollo M.F.,10.3390/su17094030,2025,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
20,Sibanda M.,10.1186/s40066-025-00573-w,2025,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
20,Sibanda M.,10.1186/s40066-025-00573-w,2025,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
20,Sibanda M.,10.1186/s40066-025-00573-w,2025,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
